"","Metagenomic Diversity index","lon","lat","sample_name","Nation","Bioproject","Depth","min_len","avg_len","max_len","subtype","raster_value","value"
"67",0.921327799886185,141.99678,-35.12282,"SRR5918997","AUnited Statestralia","PRJNA317932","0",90,151,151,"agricultural land",29667,0.921327799886185
"68",0.941887041940775,133.249341,-22.282754,"SRR5919098","AUnited Statestralia","PRJNA317932","0",100,150,150,"shrubland",9449,0.941887041940775
"69",0.937569359802066,134.50615,-13.52115,"SRR5919101","AUnited Statestralia","PRJNA317932","0",100,150,150,"grassland",25917,0.937569359802066
"70",0.95086324669296,135.81029,-12.50916,"SRR5919102","AUnited Statestralia","PRJNA317932","0",100,150,150,"forest",28369,0.95086324669296
"71",0.950389494499336,145.029247,-36.673214,"SRR5919105","AUnited Statestralia","PRJNA317932","0",100,149.9,150,"forest",23757,0.950389494499336
"72",0.94432607697393,141.97633,-35.11641,"SRR5919106","AUnited Statestralia","PRJNA317932","20 cm",90,151,151,"agricultural land",25356,0.94432607697393
"73",0.944276868503934,150.686346,-35.14969942,"SRR5919168","AUnited Statestralia","PRJNA317932","0",100,150,150,"forest",29565,0.944276868503934
"74",0.932985149258332,131.0516,-25.3504,"SRR5919197","AUnited Statestralia","PRJNA317932","20 cm",90,151,151,"grassland",19304,0.932985149258332
"75",0.933905144910352,131.0516,-25.3504,"SRR5919198","AUnited Statestralia","PRJNA317932","20 cm",90,151,151,"grassland",19304,0.933905144910352
"76",0.926151374927647,134.6857167,-29.00203333,"SRR5919221","AUnited Statestralia","PRJNA317932","0",100,150,150,"grassland",24170,0.926151374927647
"77",0.918248874865974,120.5461667,-28.05051667,"SRR5919227","AUnited Statestralia","PRJNA317932","0",100,150,150,"shrubland",15148,0.918248874865974
"78",0.934476941547622,138.7976,-30.77565,"SRR5919245","AUnited Statestralia","PRJNA317932","0",100,150,150,"forest",17004,0.934476941547622
"79",0.937072460455055,138.5673,-31.32774,"SRR5919246","AUnited Statestralia","PRJNA317932","0",100,150,150,"forest",26449,0.937072460455055
"80",0.962803066437051,150.268179,-33.652818,"SRR5919249","AUnited Statestralia","PRJNA317932","0",100,149.9,150,"agricultural land",28455,0.962803066437051
"81",0.953663470311724,138.727,-34.93343,"SRR5919342","AUnited Statestralia","PRJNA317932","0",100,150,150,"forest",28365,0.953663470311724
"82",0.944928200838026,149.597249,-30.20066902,"SRR5919346","AUnited Statestralia","PRJNA317932","0",100,150.8,151,"agricultural land",29843,0.944928200838026
"83",0.960873609808686,150.7254,-33.60897,"SRR5923059","AUnited Statestralia","PRJNA317932","0",100,150.9,151,"agricultural land",28213,0.960873609808686
"84",0.927655816710451,-123.6308,39.7392,"SRR5947207","United States","PRJNA365690","0.1 m",100,250.1,251,"grassland",25882,0.927655816710451
"85",0.931850462907217,-123.6308,39.7392,"SRR7777325","United States","PRJNA365684","0.1 m",100,250.6,251,"grassland",25882,0.931850462907217
"86",0.805602436122925,34.82,31.99,"SRR908208","Israel","PRJNA208116","5 cm",100,100,100,"agricultural land",30019,0.805602436122925
"87",0.882637884111645,34.82,31.99,"SRR908211","Israel","PRJNA208116","5 cm",100,100,100,"agricultural land",30019,0.882637884111645
"88",0.860989376089883,34.82,31.99,"SRR908272","Israel","PRJNA208116","5 cm",100,100,100,"agricultural land",30019,0.860989376089883
"89",0.86389580540935,8.518333,47.426944,"SRR9179559","Switzerland","PRJNA544697","3-10 cm",90,146.4,150,"agricultural land",27428,0.86389580540935
"90",0.698575229776807,9.54406,51.748495,"SRR922014","Germany","PRJNA202430","Top",100,101,101,"grassland",29030,0.698575229776807
"91",0.949692963363429,119.136439,32.479787,"DRR101465","China","PRJDB6359","20 cm",100,149.9,150,"agricultural land",27327,0.949692963363429
"92",0.950344578049014,130.766,32.889,"DRR160706","Japan","PRJDB7705","5-10 cm",100,249.6,250,"agricultural land",29260,0.950344578049014
"93",0.94545781228442,139.539,35.735,"DRR160713","Japan","PRJDB7705","5-10 cm",100,249.2,250,"agricultural land",29603,0.94545781228442
"94",0.913115017820228,37.353,-3.076,"ERR4661011","Tanzania","PRJEB37811","15 cm",100,150,150,"bare land",14297,0.913115017820228
"95",0.957272008327313,-105.37,39.99,"SRR10011770","United States","PRJNA554847","0-10 cm",100,146.4,151,"forest",21684,0.957272008327313
"96",0.950569313133193,-96.57,39.09,"SRR10011774","United States","PRJNA554847","0-10 cm",100,146.7,151,"grassland",25188,0.950569313133193
"97",0.948713648105275,-72.19,42.53,"SRR10011778","United States","PRJNA554847","0-10 cm",100,146.4,151,"forest",27562,0.948713648105275
"98",0.9420182952897,-71.75,43.94,"SRR10011781","United States","PRJNA554847","0-10 cm",100,145.3,151,"forest",26157,0.9420182952897
"99",0.942219398150496,14.70662556,48.66596981,"SRR10968227","Czech Republic","PRJNA603240","0",100,241,250,"forest",29111,0.942219398150496
"100",0.953593847265967,14.70987936,48.66637735,"SRR10968229","Czech Republic","PRJNA603240","0",100,236,250,"forest",28811,0.953593847265967
"101",0.95391648359572,14.70533219,48.66708674,"SRR10968252","Czech Republic","PRJNA603240","0",100,235.3,250,"forest",29053,0.95391648359572
"102",0.957033730057406,14.70436811,48.66729653,"SRR10968254","Czech Republic","PRJNA603240","0",100,238.9,250,"forest",29053,0.957033730057406
"103",0.948983288759783,14.70740952,48.66364532,"SRR10968258","Czech Republic","PRJNA603240","0",100,239.1,250,"forest",29111,0.948983288759783
"104",0.956834205491329,14.70904809,48.6648688,"SRR10968259","Czech Republic","PRJNA603240","0",100,237,250,"forest",28811,0.956834205491329
"105",0.941702771541583,14.70872691,48.66470334,"SRR10968263","Czech Republic","PRJNA603240","0",100,237.4,250,"forest",28811,0.941702771541583
"106",0.893871010865042,14.70922455,48.66597527,"SRR10968265","Czech Republic","PRJNA603240","0",100,241.5,250,"forest",28811,0.893871010865042
"107",0.919683811710695,14.70688064,48.66551798,"SRR10968266","Czech Republic","PRJNA603240","0",100,227,250,"forest",29111,0.919683811710695
"108",0.952191142049898,14.70354388,48.66689105,"SRR10968267","Czech Republic","PRJNA603240","0",100,232.1,250,"forest",29053,0.952191142049898
"109",0.937698921392028,14.70759587,48.66613429,"SRR10968268","Czech Republic","PRJNA603240","0",100,227,250,"forest",29111,0.937698921392028
"110",0.730447677287244,14.70427713,48.66670121,"SRR10968269","Czech Republic","PRJNA603240","0",100,231.2,250,"forest",29053,0.730447677287244
"111",0.971030835892279,-93.45426667,47.5062,"SRR1157614","United States","PRJNA221719","0-10 cm",100,100,100,"forest",28467,0.971030835892279
"112",0.910232821821424,34.74583333,30.60916667,"SRR12102599","Israel","PRJNA642232","2-5 cm",100,147.7,151,"bare land",10097,0.910232821821424
"113",0.911615608185381,137.1363,-30.4704,"SRR12284403","Australia: Roxby Downs","PRJNA647683","0-10 cm",100,150,150,"bare land",13440,0.911615608185381
"114",0.929289818856809,133.712524,-23.977765,"SRR12418378","Australia","PRJNA656125","15-20 cm",100,147.9,151,"bare land",9668,0.929289818856809
"115",0.915919155558231,34.91305556,31.34916667,"SRR12473534","Israel","PRJNA657906","0-2 cm",100,147.5,151,"bare land",28916,0.915919155558231
"116",0.908967607061901,34.91333333,31.34583333,"SRR12473535","Israel","PRJNA657906","0-2 cm",100,147.6,151,"bare land",28916,0.908967607061901
"117",0.933342648961215,34.91472222,31.63027778,"SRR12473537","Israel","PRJNA657906","0-2 cm",100,147,151,"bare land",28680,0.933342648961215
"118",0.904087072532472,34.94916667,30.405,"SRR12473538","Israel","PRJNA657906","0-2 cm",100,146.6,151,"bare land",6141,0.904087072532472
"119",0.597572359649985,34.95055556,30.40555556,"SRR12473539","Israel","PRJNA657906","0-2 cm",100,149.1,151,"bare land",3604,0.597572359649985
"120",0.956998890060928,-119.7372,46.2528,"SRR12823105","United States","PRJNA669067","0-15 cm",100,147.1,151,"agricultural land",28994,0.956998890060928
"121",0.937003990537602,26.52,-25.99,"SRR13062010","South Africa","PRJNA678469","0-20 cm",100,145.6,151,"agricultural land",29475,0.937003990537602
"122",0.859487856089483,-118.43,34.09,"SRR2546422","USA: Angelo, CA","PRJNA297196","20 cm",100,247.9,251,"grassland",28323,0.859487856089483
"123",0.958443808176803,-79.8436,9.1086,"SRR5262250","Panama","PRJNA374886","0-20 cm",100,150.9,151,"forest",20169,0.958443808176803
"124",0.931964538199939,-123.6308,39.7392,"SRR5438270","United States","PRJNA365723","0.1 m",100,250.6,251,"grassland",25882,0.931964538199939
"125",0.95865751316071,147.31059,-42.38459,"SRR5915952","AUnited Statestralia","PRJNA317932","0",100,150,150,"grassland",29312,0.95865751316071
"126",0.973723850812105,145.08186,-41.65563,"SRR5916164","AUnited Statestralia","PRJNA317932","0",100,149.9,150,"forest",28935,0.973723850812105
"127",0.964539922031755,147.40152,-42.28444,"SRR5916310","AUnited Statestralia","PRJNA317932","0",100,149.9,150,"forest",30129,0.964539922031755
"128",0.962196884843293,150.267825,-33.652974,"SRR5918914","AUnited Statestralia","PRJNA317932","0",100,149.9,150,"agricultural land",28455,0.962196884843293
"129",0.895412352726715,135.71916,-14.195246,"SRR5919096","AUnited Statestralia","PRJNA317932","0",100,150,150,"forest",21766,0.895412352726715
"130",0.936019509145254,130.9936833,-31.40915,"SRR5919159","AUnited Statestralia","PRJNA317932","0",100,150,150,"grassland",14812,0.936019509145254
"131",0.926337263731299,131.0516,-25.3504,"SRR5919200","AUnited Statestralia","PRJNA317932","0",100,149.9,150,"grassland",19304,0.926337263731299
"132",0.957526448728996,152.878872,-27.386111,"SRR5919212","AUnited Statestralia","PRJNA317932","0",100,149.9,150,"grassland",29034,0.957526448728996
"133",0.966301910032662,150.6731254,-35.1630042,"SRR5919288","AUnited Statestralia","PRJNA317932","0",100,149.5,150,"forest",25461,0.966301910032662
"134",0.639343758492444,119.8167,34.2487,"SRR7457710","China: Jiaozhou","PRJNA477767","5-10 cm",100,148.4,150,"agricultural land",28328,0.639343758492444
"135",0.945759372601177,149.597249,-30.20066902,"SRR7595584","AUnited Statestralia","PRJNA317932","0",100,150.8,151,"agricultural land",29843,0.945759372601177
"136",0.962021387232924,146.8927,-42.27154,"SRR8821151","AUnited Statestralia","PRJNA317932","0",100,150.9,151,"shrubland",29191,0.962021387232924
"137",0.900574332703572,34.82,31.99,"SRR908279","Israel","PRJNA208116","5 cm",100,100,100,"agricultural land",30019,0.900574332703572
"138",0.883395714326726,34.82,31.99,"SRR908281","Israel","PRJNA208116","5 cm",100,100,100,"agricultural land",30019,0.883395714326726
"139",0.883604759385725,34.82,31.99,"SRR908290","Israel","PRJNA208116","5 cm",100,100,100,"agricultural land",30019,0.883604759385725
"140",0.884866201336988,34.82,31.99,"SRR908291","Israel","PRJNA208116","5 cm",100,100,100,"agricultural land",30019,0.884866201336988
"141",0.931190598610748,8.518333,47.426944,"SRR9179560","Switzerland","PRJNA544697","3-10 cm",100,143.6,150,"agricultural land",27428,0.931190598610748
"142",0.938814220432282,119.136439,32.479787,"DRR101456","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.938814220432282
"143",0.914251924475905,119.136439,32.479787,"DRR101457","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.914251924475905
"144",0.90832553620506,119.136439,32.479787,"DRR101458","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.90832553620506
"145",0.958148847474504,119.136439,32.479787,"DRR101459","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.958148847474504
"146",0.955941033969525,119.136439,32.479787,"DRR101460","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.955941033969525
"147",0.950510678586248,119.136439,32.479787,"DRR101462","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.950510678586248
"148",0.954013246359418,119.136439,32.479787,"DRR101463","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.954013246359418
"149",0.948751535335825,119.136439,32.479787,"DRR101464","China","PRJDB6359","20 cm",NA,NA,NA,"agricultural land",27327,0.948751535335825
"150",0.943259468720083,130.766,32.889,"DRR160704","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29260,0.943259468720083
"151",0.945569170988884,130.766,32.889,"DRR160705","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29260,0.945569170988884
"152",0.950530740370052,130.766,32.889,"DRR160707","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29260,0.950530740370052
"153",0.949093984274463,130.766,32.889,"DRR160708","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29260,0.949093984274463
"154",0.949396527580051,139.539,35.735,"DRR160709","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29603,0.949396527580051
"155",0.951675339410624,139.539,35.735,"DRR160710","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29603,0.951675339410624
"156",0.951381776783321,139.539,35.735,"DRR160711","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29603,0.951381776783321
"157",0.939617577851062,139.539,35.735,"DRR160712","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29603,0.939617577851062
"158",0.942959213593206,139.539,35.735,"DRR160714","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",29603,0.942959213593206
"159",0.948627825282561,140.244,38.249,"DRR160716","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",26720,0.948627825282561
"160",0.947742374899578,140.244,38.249,"DRR160717","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",26720,0.947742374899578
"161",0.954171639374078,140.244,38.249,"DRR160718","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",26720,0.954171639374078
"162",0.955511586301613,140.244,38.249,"DRR160719","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",26720,0.955511586301613
"163",0.955213434103819,140.244,38.249,"DRR160720","Japan","PRJDB7705","5-10 cm",NA,NA,NA,"agricultural land",26720,0.955213434103819
"164",0.933798047620455,37.353,-3.076,"ERR4660996","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.933798047620455
"165",0.921373383522208,37.353,-3.076,"ERR4660997","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.921373383522208
"166",0.928751548736011,37.353,-3.076,"ERR4660998","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.928751548736011
"167",0.927066877167085,37.353,-3.076,"ERR4660999","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.927066877167085
"168",0.907414886289407,37.353,-3.076,"ERR4661000","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.907414886289407
"169",0.91303281746739,37.353,-3.076,"ERR4661001","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.91303281746739
"170",0.913874578570284,37.353,-3.076,"ERR4661002","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.913874578570284
"171",0.868432795208722,37.353,-3.076,"ERR4661004","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.868432795208722
"172",0.898326939368082,37.353,-3.076,"ERR4661006","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.898326939368082
"173",0.893058876958614,37.353,-3.076,"ERR4661007","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.893058876958614
"174",0.936771534750979,37.353,-3.076,"ERR4661008","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.936771534750979
"175",0.931653991595298,37.353,-3.076,"ERR4661009","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.931653991595298
"176",0.922970282894967,37.353,-3.076,"ERR4661010","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.922970282894967
"177",0.902611437695029,37.353,-3.076,"ERR4661012","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.902611437695029
"178",0.904638766183566,37.353,-3.076,"ERR4661013","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.904638766183566
"179",0.90095464756408,37.353,-3.076,"ERR4661014","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.90095464756408
"180",0.923155153239135,37.353,-3.076,"ERR4661015","Tanzania","PRJEB37811","15 cm",NA,NA,NA,"bare land",14297,0.923155153239135
"181",0.952789628920546,-96.57,39.09,"SRR10011775","United States","PRJNA554847","0-10 cm",NA,NA,NA,"grassland",25188,0.952789628920546
"182",0.946282947872605,-72.19,42.53,"SRR10011779","United States","PRJNA554847","0-10 cm",NA,NA,NA,"forest",27562,0.946282947872605
"183",0.940895087575022,103.7,1.42,"SRR10586121","Singapore","PRJNA593573","2-5 cm",NA,NA,NA,"agricultural land",30267,0.940895087575022
"184",0.939744724438703,103.7,1.42,"SRR10586123","Singapore","PRJNA593573","5 cm",NA,NA,NA,"agricultural land",30267,0.939744724438703
"185",0.944936846504797,103.7,1.42,"SRR10586124","Singapore","PRJNA593573","5 cm",NA,NA,NA,"agricultural land",30267,0.944936846504797
"186",0.942907188271298,103.7,1.42,"SRR10586125","Singapore","PRJNA593573","5 cm",NA,NA,NA,"agricultural land",30267,0.942907188271298
"187",0.946461996956729,103.7,1.42,"SRR10586126","Singapore","PRJNA593573","5 cm",NA,NA,NA,"agricultural land",30267,0.946461996956729
"188",0.953004848109171,103.7,1.42,"SRR10586127","Singapore","PRJNA593573","5 cm",NA,NA,NA,"agricultural land",30267,0.953004848109171
"189",0.948352613499646,103.7,1.42,"SRR10586129","Singapore","PRJNA593573","2-5 cm",NA,NA,NA,"agricultural land",30267,0.948352613499646
"190",0.947990714994858,103.7,1.42,"SRR10586130","Singapore","PRJNA593573","2-5 cm",NA,NA,NA,"agricultural land",30267,0.947990714994858
"191",0.947579342301499,103.7,1.42,"SRR10586131","Singapore","PRJNA593573","2-5 cm",NA,NA,NA,"agricultural land",30267,0.947579342301499
"192",0.944708481942328,103.7,1.42,"SRR10586135","Singapore","PRJNA593573","2-5 cm",NA,NA,NA,"agricultural land",30267,0.944708481942328
"193",0.943192182229778,103.7,1.42,"SRR10586136","Singapore","PRJNA593573","2-5 cm",NA,NA,NA,"agricultural land",30267,0.943192182229778
"194",0.920668738054127,-71.68,-38.82,"SRR11271807","Chile","PRJNA602600","5 cm",100,295.9,301,"bare land",27468,0.920668738054127
"195",0.943100032075118,-89.944,40.296,"SRR1152189","United States","PRJNA236429","5 cm",100,100,100,"agricultural land",30003,0.943100032075118
"196",0.943100032075118,-89.944,40.296,"SRR1152189","United States","PRJNA236429","5 cm",100,100,100,"agricultural land",30003,0.943100032075118
"197",0.968159656433569,-93.45,47.51,"SRR1157615","United States","PRJNA221719","0-10 cm",NA,NA,NA,"grassland",23118,0.968159656433569
"198",0.948051257254976,-93.48901667,47.50505,"SRR1157617","United States","PRJNA221719","0-10 cm",NA,NA,NA,"forest",28898,0.948051257254976
"199",0.940291059304463,34.91333333,31.34583333,"SRR12102601","Israel","PRJNA642232","2-5 cm",NA,NA,NA,"bare land",28916,0.940291059304463
"200",0.907726338506476,137.1363,-30.4704,"SRR12284400","Australia: Roxby Downs","PRJNA647683","0-10 cm",NA,NA,NA,"bare land",13440,0.907726338506476
"201",0.912375383345065,137.1363,-30.4704,"SRR12284401","Australia: Roxby Downs","PRJNA647683","0-10 cm",NA,NA,NA,"bare land",13440,0.912375383345065
"202",0.907597494182868,137.1363,-30.4704,"SRR12284402","Australia: Roxby Downs","PRJNA647683","0-10 cm",NA,NA,NA,"bare land",13440,0.907597494182868
"203",0.906689796540027,137.1363,-30.4704,"SRR12284404","Australia: Roxby Downs","PRJNA647683","0-10 cm",NA,NA,NA,"bare land",13440,0.906689796540027
"204",0.944187783457818,137.1363,-30.4704,"SRR12284409","Australia: Roxby Downs","PRJNA647683","0-10 cm",NA,NA,NA,"bare land",13440,0.944187783457818
"205",0.94728716237626,137.1363,-30.4704,"SRR12284410","Australia: Roxby Downs","PRJNA647683","0-10 cm",NA,NA,NA,"bare land",13440,0.94728716237626
"206",0.911884363445195,137.1363,-30.4704,"SRR12284412","Australia: Roxby Downs","PRJNA647683","0-10 cm",NA,NA,NA,"bare land",13440,0.911884363445195
"207",0.944088121632292,145.313136,-37.926514,"SRR12418371","Australia","PRJNA656125","5-10 cm",NA,NA,NA,"grassland",29633,0.944088121632292
"208",0.947105680771853,145.313136,-37.926514,"SRR12418372","Australia","PRJNA656125","0-5 cm",NA,NA,NA,"grassland",29633,0.947105680771853
"209",0.962446483899897,144.470078,-37.446379,"SRR12418374","Australia","PRJNA656125","15-20 cm",NA,NA,NA,"forest",21212,0.962446483899897
"210",0.965098390081494,144.470078,-37.446379,"SRR12418376","Australia","PRJNA656125","0-5 cm",NA,NA,NA,"forest",21212,0.965098390081494
"211",0.959251592862319,145.313136,-37.926514,"SRR12418384","Australia","PRJNA656125","15-20 cm",NA,NA,NA,"grassland",29633,0.959251592862319
"212",0.933374433530678,133.712524,-23.977765,"SRR12418385","Australia","PRJNA656125","5-10 cm",NA,NA,NA,"bare land",9668,0.933374433530678
"213",0.918064934706219,133.712524,-23.977765,"SRR12418386","Australia","PRJNA656125","0-5 cm",NA,NA,NA,"bare land",9668,0.918064934706219
"214",0.899963844083774,34.97481,29.94152,"SRR12473530","Israel","PRJNA657906","0-2 cm",NA,NA,NA,"bare land",813,0.899963844083774
"215",0.879381720428812,34.767347,30.785336,"SRR12473531","Israel","PRJNA657906","0-2 cm",NA,NA,NA,"bare land",19717,0.879381720428812
"216",0.876840821578987,34.74583333,30.60916667,"SRR12473532","Israel","PRJNA657906","0-2 cm",NA,NA,NA,"bare land",10097,0.876840821578987
"217",0.883250973859693,34.74583333,30.60916667,"SRR12473533","Israel","PRJNA657906","0-2 cm",NA,NA,NA,"bare land",10097,0.883250973859693
"218",0.923815621482353,34.75277778,31.25333333,"SRR12473536","Israel","PRJNA657906","0-2 cm",NA,NA,NA,"bare land",26957,0.923815621482353
"219",0.929764663896555,34.93304444,31.64222222,"SRR12473540","Israel","PRJNA657906","0-2 cm",NA,NA,NA,"bare land",21030,0.929764663896555
"220",0.942397403501601,34.935008,31.642372,"SRR12473541","Israel","PRJNA657906","0-2 cm",NA,NA,NA,"bare land",24167,0.942397403501601
"221",0.969615382190308,-119.7372,46.2528,"SRR12823096","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.969615382190308
"222",0.969672068968554,-119.7372,46.2528,"SRR12823097","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.969672068968554
"223",0.971315631682125,-119.7372,46.2528,"SRR12823098","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.971315631682125
"224",0.966376500124236,-119.7372,46.2528,"SRR12823099","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.966376500124236
"225",0.966539335740783,-119.7372,46.2528,"SRR12823100","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.966539335740783
"226",0.965520573426452,-119.7372,46.2528,"SRR12823101","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.965520573426452
"227",0.970884016732601,-119.7372,46.2528,"SRR12823102","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.970884016732601
"228",0.963486063455182,-119.7372,46.2528,"SRR12823104","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.963486063455182
"229",0.964769165790874,-119.7372,46.2528,"SRR12823106","United States","PRJNA669067","0-15 cm",NA,NA,NA,"agricultural land",28994,0.964769165790874
