"","plot","latitude","longitude","area","subsamples","area_m2","Last_fire_y_ago","collection_date","biome","nativeness","warning","delta15N","N_conc_g_kg","P_conc_mg_kg","abund","richness","mold_Eurotiales_Abundance","mold_Mortierellales_Abundance","mold_Mucorales_Abundance","mold_Trichoderma_Abundance","mold_Umbelopsidales_Abundance","lat","lon","sample_name","study_id","raster_value","adiv_richness_new","adiv_chao1_new","adiv_shannon_new","subtype","value"
"2094","S959",49.78,14.66,"Czech Republic:Konopišt?",40,"2500","100","2017-09-07","forest: temperate broadleaf forest biome","","","-0.559259918","3.587171568","unknown",5725,1120,11.07423581,3.493449782,0.331877729,2.829694323,2.88209607,49.78,14.66,"S959","S",26089,575,966.554545454545,5.54117269589108,"broadleaf",5.54117269589108
"2095","S960",49.78,14.67,"Czech Republic:Konopišt?",40,"2500","100","2017-09-07","forest: temperate broadleaf forest biome","","","1.439360049","3.983630583","unknown",7373,913,0.623898006,0.122067001,0,0.040689,2.115828021,49.78,14.67,"S960","S",26761,399,679.86301369863,4.20594400282393,"broadleaf",4.20594400282393
"2096","S961",49.78,14.18,"Czech Republic:Dob?íš",40,"2500","100","2017-09-11","forest: temperate broadleaf forest biome","","","1.354496101","6.111046317","unknown",8390,1110,2.240762813,29.49940405,0.786650775,0.381406436,4.326579261,49.78,14.18,"S961","S",30041,460,807.154761904762,4.80313413029799,"broadleaf",4.80313413029799
"2097","S962",49.77,14.17,"Czech Republic:Dob?íš",40,"2500","100","2017-09-11","forest: temperate broadleaf forest biome","","","-1.908689111","10.1144669","unknown",5754,1312,8.272506083,0.295446646,0.799443865,7.994438651,0.069516858,49.77,14.17,"S962","S",29517,621,1099.15748031496,5.60637446624555,"broadleaf",5.60637446624555
"2098","S963",49.67,13.53,"Czech Republic:Kozel",40,"2500","100","2017-09-15","forest: temperate broadleaf forest biome","","","-1.260306977","10.57690758","unknown",10808,1617,0.573649149,15.50703183,0.29607698,0.129533679,3.904515174,49.67,13.53,"S963","S",29073,569,1166.73563218391,5.41393833132259,"broadleaf",5.41393833132259
"2099","S964",49.69,13.46,"Czech Republic:Kozel",40,"2500","100","2017-09-15","forest: temperate broadleaf forest biome","","","3.064262705","5.173500713","unknown",8129,1285,0.996432526,6.593676959,1.845245418,0.307540903,2.620248493,49.69,13.46,"S964","S",29693,493,831.894230769231,4.84967063955729,"broadleaf",4.84967063955729
"2100","S965",49.51,14.16,"Czech Republic:Orlík nad Vltavou",40,"2500","100","2017-09-21","forest: temperate broadleaf forest biome","","","2.35929672","4.369271402","unknown",3835,1129,10.32594524,2.346805737,2.242503259,1.251629726,0.208604954,49.51,14.16,"S965","S",25343,635,1035.75939849624,5.72522779797452,"broadleaf",5.72522779797452
"2101","S966",49.5,14.17,"Czech Republic:Orlík nad Vltavou",40,"2500","100","2017-09-21","forest: temperate broadleaf forest biome","","","1.459613824","3.183113914","unknown",6425,1313,1.089494163,15.53307393,0.373540856,0.389105058,0.871595331,49.5,14.17,"S966","S",29650,596,996.759398496241,5.36998898832415,"broadleaf",5.36998898832415
"2102","S967",49.44,14.11,"Czech Republic:Vráž",40,"2500","100","2017-09-21","forest: temperate broadleaf forest biome","","","0.212002474","7.648979295","unknown",7599,1286,1.487037768,9.619686801,0.618502435,1.118568233,6.263982103,49.44,14.11,"S967","S",29406,575,933.925,5.53709694711319,"broadleaf",5.53709694711319
"2103","S968",49.99,14.54,"Czech Republic:Pr?honice",40,"2500","100","2017-10-19","forest: temperate broadleaf forest biome","","","-2.595211313","3.553608596","unknown",7176,1040,1.992753623,14.25585284,0.654960981,1.518952062,5.281493868,49.99,14.54,"S968","S",29229,439,753.530120481928,4.93907326400878,"broadleaf",4.93907326400878
"2104","S969",50.02,14.54,"Czech Republic:Pr?honice",40,"2500","100","2017-10-19","forest: temperate broadleaf forest biome","","","-2.519717242","9.13691899","unknown",15497,906,4.555720462,24.33374201,1.000193586,1.161515132,2.142350132,50.02,14.54,"S969","S",27963,385,631.666666666667,4.36998257882418,"broadleaf",4.36998257882418
"2105","S970",49.97,15.42,"Czech Republic:Žehušice",40,"2500","100","2017-10-04","forest: temperate broadleaf forest biome","","","2.331767427","2.053952366","unknown",2063,716,2.08434319,7.416383907,0.387784779,1.114881241,0.096946195,49.97,15.42,"S970","S",28951,514,759.709090909091,5.35876400632922,"broadleaf",5.35876400632922
